customer_id,last_order_date,days_since_purchase,lifetime_value,total_orders,churn_risk_flag
12691,2011-11-11 16:49:00,5324,126.00,6,Active
12603,2011-11-18 10:42:00,5317,126.00,1,Active
16541,2009-12-04 13:22:00,6031,125.81,1,Active
16868,2010-11-10 13:17:00,5690,125.74,3,Active
17522,2011-07-24 12:29:00,5434,125.64,2,Active
14686,2010-10-21 18:31:00,5710,125.43,5,Active
16245,2011-11-16 10:14:00,5319,125.43,3,Active
17714,2011-01-23 10:32:00,5616,125.40,2,Active
13175,2010-05-06 13:13:00,5878,125.35,1,Active
16158,2010-07-05 13:55:00,5818,125.30,5,Active
13465,2010-05-02 15:30:00,5882,125.05,1,Active
15030,2011-09-29 10:50:00,5367,125.04,2,Active
15850,2011-11-20 14:14:00,5315,124.71,6,Active
15290,2011-03-07 13:52:00,5573,124.20,4,Active
14584,2011-06-09 20:03:00,5479,124.19,5,Active
13595,2010-07-11 12:36:00,5812,124.15,3,Active
12862,2010-10-10 11:47:00,5721,124.04,2,Active
15831,2011-08-07 13:54:00,5420,123.99,2,Active
15326,2011-01-10 11:38:00,5629,123.67,5,Active
18140,2010-08-23 11:58:00,5769,123.53,1,Active
14877,2010-10-17 13:09:00,5714,123.50,2,Active
15091,2011-10-03 12:47:00,5363,123.40,2,Active
16137,2010-01-28 15:04:00,5976,123.25,1,Active
15244,2011-10-05 13:19:00,5361,123.20,3,Active
13471,2011-12-04 11:45:00,5301,123.17,3,Active
14125,2011-11-29 12:47:00,5306,123.16,3,Active
15006,2011-10-19 15:08:00,5347,123.02,2,Active
16146,2011-04-21 15:25:00,5528,123.00,2,Active
16406,2011-11-21 11:57:00,5314,122.83,3,Active
13055,2011-09-22 14:25:00,5374,122.76,2,Active
16392,2011-03-15 12:11:00,5565,122.48,3,Active
13417,2011-05-18 16:26:00,5501,122.40,3,Active
13084,2010-08-05 08:49:00,5787,122.40,1,Active
13584,2011-02-06 12:49:00,5602,122.35,2,Active
14004,2011-09-22 12:42:00,5374,122.20,5,Active
13839,2010-08-10 13:52:00,5782,122.10,1,Active
14225,2010-08-04 09:39:00,5788,122.10,3,Active
16767,2011-11-09 09:42:00,5326,121.98,5,Active
13809,2011-02-07 13:15:00,5601,121.90,3,Active
16051,2010-01-27 09:38:00,5977,121.84,1,Active
17525,2010-12-15 12:05:00,5655,121.80,3,Active
15259,2010-07-15 08:46:00,5808,121.80,3,Active
17950,2011-09-28 15:18:00,5368,121.50,6,Active
15339,2011-10-04 12:51:00,5362,121.45,5,Active
13732,2011-11-11 15:49:00,5324,121.42,1,Active
12695,2011-12-02 13:22:00,5303,121.35,4,Active
15645,2011-11-21 11:55:00,5314,121.26,2,Active
13840,2010-10-19 13:34:00,5712,121.20,1,Active
14857,2010-06-01 09:42:00,5852,121.10,2,Active
16488,2011-11-06 13:42:00,5329,121.06,3,Active
16342,2011-09-25 14:36:00,5371,121.00,4,Active
17874,2011-06-07 12:54:00,5481,120.93,3,Active
17103,2009-12-17 14:08:00,6018,120.78,1,Active
16542,2011-10-17 10:47:00,5349,120.75,2,Active
13337,2010-06-11 13:27:00,5842,120.75,1,Active
16084,2011-02-13 16:05:00,5595,120.58,1,Active
15043,2010-08-05 16:33:00,5787,120.50,3,Active
16386,2011-11-11 12:28:00,5324,120.48,3,Active
14921,2011-11-09 13:17:00,5326,120.36,2,Active
15701,2011-10-02 14:00:00,5364,120.31,3,Active
12716,2011-12-06 08:55:00,5299,120.30,2,Active
17386,2011-12-02 11:28:00,5303,120.00,1,Active
15232,2011-07-22 12:21:00,5436,120.00,1,Active
12817,2011-03-03 16:28:00,5577,120.00,3,Active
15934,2010-10-18 10:13:00,5713,120.00,1,Active
13493,2011-03-09 15:35:00,5571,120.00,2,Active
13669,2010-10-28 15:05:00,5703,120.00,1,Active
13678,2011-07-11 10:14:00,5447,119.92,1,Active
16777,2011-03-27 14:34:00,5553,119.80,3,Active
17499,2011-02-23 09:14:00,5585,119.80,2,Active
17692,2010-12-15 13:37:00,5655,119.76,4,Active
13506,2011-01-27 13:53:00,5612,119.70,3,Active
12847,2011-11-17 13:16:00,5318,119.65,2,Active
13285,2011-11-16 13:19:00,5319,119.60,5,Active
16702,2010-02-23 15:27:00,5950,119.45,2,Active
12663,2010-03-25 09:40:00,5920,119.40,2,Active
17348,2011-11-25 11:25:00,5310,119.23,8,Active
15907,2011-12-06 12:21:00,5299,119.21,3,Active
14240,2011-11-09 13:45:00,5326,119.10,2,Active
17993,2010-04-01 14:23:00,5913,119.09,1,Active
15910,2011-12-09 10:51:00,5296,118.95,13,Active
13196,2011-09-16 12:48:00,5380,118.85,4,Active
15172,2011-09-30 13:15:00,5366,118.78,3,Active
15269,2010-11-24 15:32:00,5676,118.70,2,Active
15652,2011-09-09 14:22:00,5387,118.60,4,Active
17578,2010-08-22 13:10:00,5770,118.50,6,Active
16372,2011-11-06 12:50:00,5329,118.44,4,Active
15107,2011-01-09 15:18:00,5630,118.40,5,Active
14670,2011-03-04 14:13:00,5576,118.27,3,Active
13882,2011-11-28 13:08:00,5307,118.20,3,Active
17780,2010-02-10 13:43:00,5963,118.12,3,Active
15025,2011-11-06 15:20:00,5329,118.01,2,Active
16434,2011-11-10 14:28:00,5325,117.76,5,Active
16524,2010-09-19 13:37:00,5742,117.75,2,Active
16291,2010-01-26 16:26:00,5978,117.72,1,Active
15406,2011-02-11 16:20:00,5597,117.55,2,Active
14744,2011-10-11 09:24:00,5355,117.30,3,Active
17630,2011-04-21 14:03:00,5528,117.20,1,Active
14876,2010-07-06 14:57:00,5817,117.20,2,Active
13009,2010-02-05 12:22:00,5968,117.00,1,Active
18212,2011-01-17 16:14:00,5622,116.98,2,Active
15483,2011-07-01 13:05:00,5457,116.82,9,Active
17843,2011-02-09 15:33:00,5599,116.81,2,Active
12800,2010-08-26 14:11:00,5766,116.70,2,Active
13976,2011-05-17 09:13:00,5502,116.48,3,Active
13414,2011-07-05 12:52:00,5453,116.40,3,Active
13636,2011-11-03 10:30:00,5332,116.40,3,Active
14169,2010-10-05 08:45:00,5726,116.35,2,Active
17109,2011-11-07 16:16:00,5328,116.24,3,Active
14005,2011-11-30 12:41:00,5305,116.22,4,Active
15392,2011-12-05 11:01:00,5300,116.19,5,Active
14872,2010-08-13 12:34:00,5779,116.02,3,Active
16374,2011-10-04 15:21:00,5362,116.01,4,Active
17987,2011-06-07 14:22:00,5481,115.93,4,Active
17006,2011-12-05 12:09:00,5300,115.71,4,Active
12535,2011-09-09 08:48:00,5387,115.60,2,Active
16115,2011-10-30 12:39:00,5336,115.43,8,Active
14995,2011-11-01 11:39:00,5334,115.35,2,Active
16521,2010-10-20 13:09:00,5711,115.35,3,Active
16807,2011-07-20 12:00:00,5438,115.30,4,Active
13698,2010-01-27 09:02:00,5977,115.30,1,Active
16227,2011-04-28 13:33:00,5521,115.20,2,Active
17299,2011-09-11 13:22:00,5385,115.15,4,Active
14412,2011-10-28 10:45:00,5338,115.08,3,Active
12970,2011-12-02 14:26:00,5303,115.07,5,Active
18204,2011-09-29 16:44:00,5367,114.95,3,Active
13512,2011-03-24 10:03:00,5556,114.75,3,Active
17988,2011-01-17 11:59:00,5622,114.55,7,Active
16666,2011-11-20 14:01:00,5315,114.53,2,Active
13700,2011-09-08 12:05:00,5388,114.47,5,Active
14494,2009-12-08 13:25:00,6027,114.30,1,Active
14870,2010-10-22 14:58:00,5709,114.00,2,Active
14645,2011-07-06 09:15:00,5452,113.87,2,Active
14672,2011-04-19 10:19:00,5530,113.85,3,Active
15870,2011-11-07 10:58:00,5328,113.70,3,Active
13197,2010-04-09 09:14:00,5905,113.35,1,Active
18016,2011-09-26 14:06:00,5370,113.15,5,Active
15465,2011-02-13 10:24:00,5595,113.00,5,Active
15659,2011-10-27 09:23:00,5339,113.00,2,Active
16096,2011-03-20 13:38:00,5560,112.80,3,Active
17332,2010-04-27 11:58:00,5887,112.73,3,Active
17257,2010-09-29 12:51:00,5732,112.58,2,Active
13856,2011-05-20 13:13:00,5499,112.55,5,Active
12441,2010-12-08 10:45:00,5662,112.50,1,Active
18196,2011-09-05 16:22:00,5391,112.26,4,Active
13872,2010-06-30 15:35:00,5823,112.25,3,Active
12947,2011-01-07 09:40:00,5632,112.20,2,Active
16230,2011-06-03 10:06:00,5485,112.20,2,Active
17712,2011-10-26 12:28:00,5340,112.20,1,Active
12792,2011-03-28 11:36:00,5552,112.00,2,Active
16977,2010-11-09 13:17:00,5691,111.60,3,Active
17012,2009-12-14 17:34:00,6021,111.52,1,Active
16256,2010-04-21 10:34:00,5893,111.44,1,Active
16932,2011-10-17 14:12:00,5349,111.39,3,Active
16368,2011-12-07 13:12:00,5298,111.17,3,Active
15577,2011-07-11 17:03:00,5447,111.10,4,Active
14418,2011-12-06 11:39:00,5299,110.97,2,Active
12837,2010-05-19 15:10:00,5865,110.80,1,Active
16942,2011-11-06 11:44:00,5329,110.70,6,Active
18179,2011-03-30 12:43:00,5550,110.70,4,Active
13090,2011-10-06 11:48:00,5360,110.46,6,Active
17015,2011-09-29 17:36:00,5367,110.36,2,Active
14108,2011-08-30 11:32:00,5397,110.28,2,Active
14247,2011-03-06 15:21:00,5574,110.20,4,Active
13372,2011-09-11 12:46:00,5385,110.20,1,Active
17767,2011-11-24 14:42:00,5311,110.20,2,Active
16768,2011-08-28 10:43:00,5399,110.10,7,Active
14097,2010-08-15 14:20:00,5777,109.95,2,Active
15605,2011-11-03 14:17:00,5332,109.83,4,Active
14697,2011-05-05 15:39:00,5514,109.81,2,Active
13232,2011-11-13 14:34:00,5322,109.80,6,Active
14480,2010-11-02 12:35:00,5698,109.65,2,Active
14375,2011-06-07 13:44:00,5481,109.51,3,Active
17577,2010-03-04 13:01:00,5941,109.50,2,Active
14442,2011-01-27 09:33:00,5612,109.50,4,Active
15989,2010-11-29 12:03:00,5671,109.27,2,Active
16481,2010-01-26 13:09:00,5978,109.20,1,Active
14504,2011-04-10 16:01:00,5539,109.08,3,Active
18022,2011-11-04 12:45:00,5331,109.07,5,Active
17132,2010-09-13 16:31:00,5748,108.80,2,Active
15149,2011-07-29 10:58:00,5429,108.80,4,Active
16430,2011-10-13 14:47:00,5353,108.75,5,Active
13814,2011-07-25 13:54:00,5433,108.70,2,Active
15105,2011-11-21 16:53:00,5314,108.30,5,Active
16765,2010-11-22 13:42:00,5678,108.15,1,Active
12616,2011-09-05 15:17:00,5391,108.00,3,Active
15411,2011-11-13 15:19:00,5322,107.79,4,Active
13695,2011-10-07 12:12:00,5359,107.70,4,Active
13508,2011-04-10 11:58:00,5539,107.65,2,Active
13486,2011-09-22 13:13:00,5374,107.65,3,Active
13781,2010-04-26 14:30:00,5888,107.55,2,Active
16626,2011-12-09 11:56:00,5296,107.42,4,Active
17749,2011-03-28 13:39:00,5552,107.30,2,Active
13569,2011-11-22 13:07:00,5313,107.29,4,Active
16715,2011-09-22 18:15:00,5374,107.28,2,Active
16825,2011-06-07 09:44:00,5481,107.16,2,Active
16047,2010-01-26 16:34:00,5978,107.14,1,Active
14205,2011-11-23 10:55:00,5312,107.00,4,Active
12470,2010-01-19 11:01:00,5985,106.95,1,Active
15792,2010-11-05 08:21:00,5695,106.95,2,Active
12869,2010-01-27 12:10:00,5977,106.65,1,Active
14684,2011-11-14 11:33:00,5321,106.64,6,Active
16859,2011-07-18 12:19:00,5440,106.60,3,Active
15016,2011-06-20 12:06:00,5468,106.57,4,Active
12888,2011-03-29 14:31:00,5551,106.50,1,Active
12786,2010-04-09 12:12:00,5905,106.50,1,Active
17579,2011-12-05 12:28:00,5300,106.47,4,Active
13607,2011-10-30 16:17:00,5336,106.38,2,Active
16661,2010-04-23 11:28:00,5891,106.35,1,Active
18028,2010-05-05 13:28:00,5879,106.20,1,Active
16863,2011-11-08 15:26:00,5327,106.20,3,Active
16936,2011-11-14 11:04:00,5321,106.10,2,Active
16732,2009-12-08 13:04:00,6027,106.02,1,Active
13360,2010-08-19 16:15:00,5773,105.80,2,Active
16691,2010-10-17 15:03:00,5714,105.65,2,Active
16222,2011-01-25 13:38:00,5614,105.60,2,Active
13407,2010-02-16 11:13:00,5957,105.30,1,Active
15346,2011-01-11 11:18:00,5628,105.25,3,Active
15579,2011-10-02 12:45:00,5364,105.21,5,Active
13176,2011-10-24 15:43:00,5342,105.20,1,Active
14784,2011-11-13 13:30:00,5322,105.11,2,Active
14336,2011-11-23 11:40:00,5312,105.02,3,Active
18254,2010-05-07 14:37:00,5877,105.00,1,Active
17527,2011-10-17 12:32:00,5349,104.86,4,Active
13382,2011-03-04 10:03:00,5576,104.70,4,Active
13140,2011-08-16 13:13:00,5411,104.70,4,Active
16900,2011-11-23 10:32:00,5312,104.60,3,Active
12828,2011-12-02 11:12:00,5303,104.55,3,Active
16728,2011-10-24 14:36:00,5342,104.49,4,Active
16804,2011-11-16 16:42:00,5319,104.49,2,Active
15880,2010-12-05 13:00:00,5665,104.40,1,Active
13032,2010-11-12 12:49:00,5688,104.30,4,Active
15479,2009-12-06 15:08:00,6029,104.25,1,Active
17615,2011-05-01 15:33:00,5518,104.20,3,Active
16122,2011-08-19 10:18:00,5408,104.16,4,Active
17261,2010-07-18 11:49:00,5805,104.14,1,Active
16447,2011-07-27 12:45:00,5431,103.98,3,Active
14615,2010-09-13 14:33:00,5748,103.80,2,Active
17928,2011-10-25 13:52:00,5341,103.73,1,Active
13995,2011-04-08 08:20:00,5541,103.65,4,Active
13149,2011-11-25 13:09:00,5310,103.56,4,Active
15511,2011-11-28 09:43:00,5307,103.45,5,Active
15562,2010-10-11 10:33:00,5720,103.37,2,Active
17561,2011-11-20 12:53:00,5315,103.19,4,Active
17277,2011-04-26 12:47:00,5523,103.10,2,Active
14123,2009-12-06 15:35:00,6029,103.00,1,Active
17704,2011-06-24 09:40:00,5464,102.90,2,Active
17516,2011-11-24 16:51:00,5311,102.80,5,Active
15153,2011-11-08 17:09:00,5327,102.75,1,Active
15434,2011-12-01 13:33:00,5304,102.70,6,Active
17649,2011-07-24 15:53:00,5434,102.70,2,Active
14069,2010-07-13 12:12:00,5810,102.62,2,Active
12735,2011-01-28 13:37:00,5611,102.60,2,Active
16229,2011-09-13 17:16:00,5383,102.30,3,Active
14228,2010-09-28 09:45:00,5733,102.24,3,Active
14523,2011-08-23 13:13:00,5404,102.18,1,Active
13472,2010-09-02 09:41:00,5759,102.10,2,Active
14272,2011-09-27 10:08:00,5369,102.04,3,Active
14820,2010-10-10 13:06:00,5721,102.00,2,Active
16978,2011-09-23 12:50:00,5373,101.95,3,Active
14656,2011-06-23 13:51:00,5465,101.95,5,Active
12934,2009-12-03 10:51:00,6032,101.70,1,Active
13549,2011-11-14 09:20:00,5321,101.70,5,Active
15901,2011-11-23 12:43:00,5312,101.61,7,Active
17163,2010-09-20 10:08:00,5741,101.52,2,Active
15430,2010-06-29 15:04:00,5824,101.40,1,Active
12953,2011-11-30 09:24:00,5305,101.40,2,Active
13122,2011-04-13 14:12:00,5536,101.38,1,Active
14149,2011-05-03 09:44:00,5516,101.22,1,Active
13731,2011-04-07 10:10:00,5542,101.13,1,Active
18098,2010-11-08 16:31:00,5692,101.02,1,Active
14155,2011-03-18 14:13:00,5562,100.90,1,Active
15855,2011-03-21 12:32:00,5559,100.80,2,Active
12715,2011-08-25 15:22:00,5402,100.80,1,Active
15350,2010-11-21 15:14:00,5679,100.80,1,Active
17531,2011-06-02 19:17:00,5486,100.78,2,Active
13437,2011-11-15 15:05:00,5320,100.72,3,Active
14801,2011-10-09 15:24:00,5357,100.69,1,Active
15710,2010-10-18 17:05:00,5713,100.65,1,Active
13374,2010-10-21 10:04:00,5710,100.40,2,Active
14564,2009-12-04 09:27:00,6031,100.35,1,Active
16784,2011-11-20 12:20:00,5315,100.30,4,Active
15807,2011-09-23 14:43:00,5373,100.20,2,Active
12488,2011-11-30 08:50:00,5305,100.20,1,Active
14554,2011-11-29 16:44:00,5306,100.01,3,Active
13368,2011-03-28 09:59:00,5552,100.00,2,Active
13359,2011-10-07 09:30:00,5359,100.00,2,Active
17570,2010-11-23 11:56:00,5677,100.00,1,Active
17072,2010-03-24 16:33:00,5921,100.00,1,Active
13363,2011-11-22 12:40:00,5313,100.00,2,Active
18188,2011-11-24 16:46:00,5311,99.80,4,Active
16394,2011-09-28 14:21:00,5368,99.74,3,Active
15219,2011-06-16 16:57:00,5472,99.51,2,Active
15574,2010-12-16 12:42:00,5654,99.49,4,Active
17623,2011-11-07 11:32:00,5328,99.40,6,Active
17608,2011-11-06 13:06:00,5329,99.37,4,Active
16888,2010-11-04 12:39:00,5696,99.37,3,Active
12475,2011-10-17 10:10:00,5349,99.30,2,Active
13950,2011-11-28 14:44:00,5307,99.30,2,Active
15446,2010-11-28 11:59:00,5672,99.28,3,Active
16645,2009-12-04 09:49:00,6031,99.22,1,Active
13581,2011-02-03 14:41:00,5605,99.18,2,Active
12575,2010-09-08 13:09:00,5753,99.00,2,Active
17723,2011-06-20 10:25:00,5468,99.00,2,Active
17745,2010-06-02 09:03:00,5851,99.00,1,Active
14651,2011-10-03 15:52:00,5363,98.97,6,Active
16496,2011-12-01 10:31:00,5304,98.95,2,Active
14575,2010-08-08 14:51:00,5784,98.90,1,Active
17551,2010-12-15 14:12:00,5655,98.89,1,Active
16260,2011-10-20 09:40:00,5346,98.75,1,Active
14758,2011-07-18 08:21:00,5440,98.36,4,Active
13937,2010-11-02 12:37:00,5698,98.25,1,Active
13058,2011-10-12 13:28:00,5354,98.10,2,Active
16704,2010-03-31 14:02:00,5914,98.10,2,Active
17823,2010-10-14 16:24:00,5717,98.02,2,Active
15468,2010-11-12 09:39:00,5688,98.00,1,Active
14417,2010-11-17 10:55:00,5683,97.75,1,Active
14634,2010-06-23 17:26:00,5830,97.75,2,Active
18044,2011-09-13 11:52:00,5383,97.70,5,Active
18128,2010-06-20 13:19:00,5833,97.68,1,Active
17542,2011-03-15 11:45:00,5565,97.67,3,Active
14486,2010-07-16 09:42:00,5807,97.50,2,Active
17753,2010-09-01 15:49:00,5760,97.50,4,Active
13301,2011-08-28 11:25:00,5399,97.32,4,Active
15572,2011-08-22 10:44:00,5405,97.29,6,Active
16266,2011-08-16 12:00:00,5411,97.12,4,Active
14002,2011-07-28 15:55:00,5430,97.10,1,Active
14920,2011-05-11 10:32:00,5508,96.90,2,Active
14899,2010-11-09 15:20:00,5691,96.89,1,Active
16001,2010-11-23 17:10:00,5677,96.80,1,Active
13862,2011-11-21 16:24:00,5314,96.58,6,Active
16781,2010-12-02 14:26:00,5668,96.40,2,Active
17081,2011-11-14 12:56:00,5321,96.35,5,Active
17964,2011-11-08 10:44:00,5327,96.35,2,Active
16249,2011-10-18 10:07:00,5348,96.30,2,Active
16211,2010-09-27 15:24:00,5734,96.30,1,Active
14710,2011-11-20 12:42:00,5315,96.28,11,Active
17285,2010-03-21 13:38:00,5924,96.20,2,Active
15784,2010-08-29 10:38:00,5763,96.15,2,Active
16354,2010-11-25 12:18:00,5675,96.05,3,Active
14614,2010-11-18 13:04:00,5682,95.90,1,Active
15447,2010-06-30 13:06:00,5823,95.90,3,Active
15508,2011-06-03 15:32:00,5485,95.76,4,Active
17189,2011-08-25 19:39:00,5402,95.70,5,Active
12948,2011-08-26 14:45:00,5401,95.70,3,Active
12994,2011-12-05 15:43:00,5300,95.68,3,Active
15646,2011-04-07 09:12:00,5542,95.62,4,Active
17418,2011-10-28 13:00:00,5338,95.60,2,Active
16045,2011-06-30 16:22:00,5458,95.50,3,Active
14316,2010-06-10 17:05:00,5843,95.40,2,Active
14352,2011-07-05 15:40:00,5453,95.40,3,Active
17106,2010-11-15 14:11:00,5685,95.36,1,Active
13567,2010-10-07 12:51:00,5724,95.35,4,Active
15138,2010-11-11 09:16:00,5689,95.35,1,Active
12577,2011-11-04 13:24:00,5331,95.31,7,Active
13226,2011-03-11 14:35:00,5569,95.25,2,Active
13276,2010-11-07 14:17:00,5693,95.10,3,Active
14577,2011-06-29 11:46:00,5459,95.04,5,Active
16565,2010-12-10 15:21:00,5660,94.90,3,Active
13832,2010-10-13 14:41:00,5718,94.90,1,Active
13894,2011-11-16 09:43:00,5319,94.70,2,Active
17161,2010-09-21 16:44:00,5740,94.68,1,Active
12856,2011-12-02 10:52:00,5303,94.50,6,Active
15466,2011-09-15 14:08:00,5381,94.45,3,Active
17679,2011-10-18 07:43:00,5348,94.19,4,Active
14078,2011-06-08 12:49:00,5480,94.18,8,Active
17970,2011-05-12 20:03:00,5507,94.00,1,Active
13497,2010-07-15 12:24:00,5808,93.90,4,Active
12979,2009-12-10 15:45:00,6025,93.85,1,Active
15390,2010-11-08 15:19:00,5692,93.80,2,Active
14142,2010-03-03 15:13:00,5942,93.75,1,Active
13679,2010-08-03 12:13:00,5789,93.66,3,Active
15764,2011-08-24 15:08:00,5403,93.63,4,Active
13713,2010-10-27 16:18:00,5704,93.63,3,Active
16492,2010-06-17 08:20:00,5836,93.60,1,Active
17027,2011-09-22 12:23:00,5374,93.60,6,Active
15165,2010-12-01 14:03:00,5669,93.50,1,Active
15822,2010-08-03 16:08:00,5789,93.50,3,Active
17051,2011-05-29 14:13:00,5490,93.37,4,Active
13435,2011-11-15 15:23:00,5320,93.32,4,Active
15196,2010-10-03 10:50:00,5728,93.20,2,Active
13030,2010-12-06 14:31:00,5664,93.10,1,Active
15599,2011-11-13 11:44:00,5322,93.06,2,Active
14805,2010-10-31 14:50:00,5700,93.05,3,Active
16460,2011-11-11 13:46:00,5324,92.90,3,Active
13619,2010-06-13 11:39:00,5840,92.90,2,Active
16653,2011-09-29 13:38:00,5367,92.88,1,Active
17890,2011-01-21 11:19:00,5618,92.81,2,Active
16837,2011-11-08 14:27:00,5327,92.79,6,Active
14305,2011-09-29 15:29:00,5367,92.70,2,Active
12787,2011-11-30 08:44:00,5305,92.60,4,Active
15410,2011-09-16 14:47:00,5380,92.50,3,Active
16062,2010-10-05 11:33:00,5726,92.43,3,Active
16628,2011-08-25 12:11:00,5402,92.40,3,Active
14631,2011-10-20 11:17:00,5346,92.37,4,Active
15988,2010-06-06 12:45:00,5847,92.23,2,Active
14958,2011-07-15 14:20:00,5443,92.20,4,Active
17773,2010-07-13 14:07:00,5810,92.20,1,Active
13330,2010-09-10 14:12:00,5751,92.15,2,Active
16166,2010-10-07 15:44:00,5724,92.10,2,Active
14471,2010-04-27 17:12:00,5887,92.00,2,Active
14075,2010-11-01 13:15:00,5699,91.95,3,Active
17932,2011-11-10 19:49:00,5325,91.90,3,Active
13573,2011-10-20 14:33:00,5346,91.87,5,Active
15962,2010-09-16 13:48:00,5745,91.85,1,Active
15109,2011-04-08 09:58:00,5541,91.80,2,Active
17309,2010-11-23 13:47:00,5677,91.45,2,Active
16442,2011-12-08 11:43:00,5297,91.39,5,Active
16017,2011-10-23 12:56:00,5343,91.20,5,Active
12368,2010-03-21 15:56:00,5924,91.20,1,Active
16117,2011-06-03 11:42:00,5485,91.18,3,Active
16750,2011-10-26 12:48:00,5340,91.00,4,Active
14419,2011-11-01 11:29:00,5334,90.90,5,Active
17344,2011-10-24 12:56:00,5342,90.69,2,Active
15484,2011-12-08 15:03:00,5297,90.56,5,Active
17185,2010-04-27 12:15:00,5887,90.55,3,Active
14452,2011-11-29 12:06:00,5306,90.42,4,Active
15714,2011-11-28 11:26:00,5307,90.38,4,Active
17136,2010-02-15 13:13:00,5958,90.35,1,Active
16694,2009-12-16 15:45:00,6019,90.35,1,Active
16861,2011-10-11 09:05:00,5355,90.30,2,Active
17255,2011-10-30 12:18:00,5336,90.21,4,Active
13949,2011-12-07 09:35:00,5298,90.18,5,Active
13943,2010-05-11 11:30:00,5873,90.15,1,Active
15952,2011-11-06 11:18:00,5329,90.09,4,Active
12680,2011-12-09 12:50:00,5296,90.00,4,Active
15782,2011-09-11 14:29:00,5385,90.00,1,Active
16646,2010-09-16 13:28:00,5745,90.00,1,Active
12504,2011-11-09 14:56:00,5326,90.00,3,Active
13298,2011-12-08 13:11:00,5297,90.00,1,Active
12632,2010-07-07 09:39:00,5816,90.00,2,Active
12736,2011-01-11 07:57:00,5628,90.00,1,Active
14596,2010-03-23 12:13:00,5922,89.90,1,Active
17719,2011-08-16 16:17:00,5411,89.88,4,Active
13123,2010-08-24 10:18:00,5768,89.76,2,Active
16465,2010-10-15 09:27:00,5716,89.70,2,Active
14581,2010-06-13 15:48:00,5840,89.70,1,Active
18089,2010-09-19 11:57:00,5742,89.55,1,Active
12564,2011-03-23 14:55:00,5557,89.55,1,Active
16216,2011-03-17 15:34:00,5563,89.50,1,Active
13344,2011-10-03 09:44:00,5363,89.40,2,Active
17007,2011-10-20 10:47:00,5346,89.30,4,Active
17194,2011-03-11 12:05:00,5569,89.19,3,Active
14296,2010-10-14 14:14:00,5717,89.10,2,Active
17710,2010-10-12 07:49:00,5719,89.10,1,Active
17393,2010-10-25 11:10:00,5706,89.03,2,Active
15778,2010-10-04 15:10:00,5727,88.95,1,Active
17624,2010-09-28 14:07:00,5733,88.95,2,Active
16092,2011-05-26 15:30:00,5493,88.80,4,Active
14812,2010-04-20 12:13:00,5894,88.80,1,Active
13681,2011-11-22 11:13:00,5313,88.78,4,Active
15695,2011-03-18 08:32:00,5562,88.50,3,Active
16450,2011-07-13 11:47:00,5445,88.50,2,Active
14818,2011-09-27 11:01:00,5369,88.50,5,Active
13936,2011-06-13 08:47:00,5475,88.30,3,Active
16662,2010-11-10 16:56:00,5690,88.30,1,Active
17141,2010-10-17 14:54:00,5714,88.29,4,Active
14902,2011-11-14 10:34:00,5321,88.28,3,Active
15224,2010-12-16 15:02:00,5654,88.20,4,Active
12799,2010-06-28 15:57:00,5825,88.20,1,Active
13086,2010-11-22 10:28:00,5678,88.15,1,Active
16021,2010-11-09 14:48:00,5691,88.15,2,Active
13358,2011-03-16 11:52:00,5564,88.13,1,Active
13546,2011-11-27 14:50:00,5308,88.09,5,Active
14619,2010-06-16 14:41:00,5837,88.00,1,Active
16893,2010-12-08 12:06:00,5662,87.82,2,Active
15230,2011-04-14 14:39:00,5535,87.60,2,Active
16475,2011-07-19 11:08:00,5439,87.60,3,Active
16419,2011-08-03 09:47:00,5424,87.53,4,Active
16295,2011-11-30 08:17:00,5305,87.52,1,Active
13728,2011-03-30 12:05:00,5550,87.44,6,Active
17568,2010-03-16 16:45:00,5929,87.35,1,Active
16110,2011-10-25 14:35:00,5341,87.34,4,Active
15220,2011-08-16 14:28:00,5411,87.30,4,Active
17392,2011-02-06 12:48:00,5602,87.08,3,Active
13790,2011-12-05 15:48:00,5300,87.00,1,Active
16134,2010-12-15 14:00:00,5655,86.94,3,Active
14181,2010-10-25 08:27:00,5706,86.90,2,Active
18021,2010-07-18 10:52:00,5805,86.83,2,Active
16533,2011-11-20 13:08:00,5315,86.82,3,Active
15500,2011-12-01 13:47:00,5304,86.75,4,Active
14425,2010-10-01 10:24:00,5730,86.70,2,Active
15981,2010-03-30 12:35:00,5915,86.70,1,Active
12538,2010-11-26 13:02:00,5674,86.70,1,Active
16566,2011-05-31 08:32:00,5488,86.70,2,Active
12628,2011-12-05 13:15:00,5300,86.70,3,Active
13957,2010-10-18 10:02:00,5713,86.68,2,Active
17653,2011-09-01 12:17:00,5395,86.68,2,Active
17810,2010-02-09 10:47:00,5964,86.65,2,Active
14365,2010-11-10 09:52:00,5690,86.64,2,Active
18050,2010-12-15 14:25:00,5655,86.60,2,Active
16022,2011-03-24 13:16:00,5556,86.60,1,Active
13101,2010-05-27 17:02:00,5857,86.60,2,Active
16706,2011-11-02 13:50:00,5333,86.49,3,Active
17760,2010-12-01 15:08:00,5669,86.43,4,Active
14806,2011-09-25 15:32:00,5371,86.40,2,Active
12831,2011-03-22 13:02:00,5558,86.40,2,Active
14909,2010-05-24 14:43:00,5860,86.40,2,Active
