customer_id,lifetime_value,days_since_purchase,total_orders,churn_risk_flag
12535,834.8844947803871,308,23,Active
12536,104.92627540184853,374,48,Active
12537,1756.126748533045,464,3,Mid Value At Risk
12538,559.4673457625877,221,42,Active
12539,477.3243295248815,9,24,Active
12540,705.2502084319683,289,43,Active
12541,784.2024425214615,444,40,Active
12542,59.58558980453198,113,6,Active
12543,918.1173836195039,477,20,Active
12544,221.58541271320837,205,11,Active
12545,1001.2782890156268,405,32,Mid Value At Risk
12546,1383.1845711853753,186,27,Mid Value At Risk
12547,1303.5431567963835,341,21,Mid Value At Risk
12548,643.264722459922,197,44,Active
12549,587.4585440373041,266,48,Active
12550,123.33810797140072,262,13,Active
12551,1194.5556061099426,248,22,Mid Value At Risk
12552,253.3146152868852,115,35,Active
12553,549.2478167197781,121,47,Active
12554,267.56639733099365,141,22,Active
12555,114.93775592583695,65,28,Active
12556,794.4460587807379,276,21,Active
12557,44.691007780733095,313,46,Active
12558,1104.7119423344643,239,18,Mid Value At Risk
12559,305.6959460431172,302,31,Active
12560,0.10776166112213897,392,46,Active
12561,572.5255302435562,10,37,Active
12562,38.38799388900174,457,21,Active
12563,258.55848792782376,369,14,Active
12564,982.0019404746585,233,25,Active
12565,51.792643727061424,195,27,Active
12566,1462.7644513718292,395,40,Mid Value At Risk
12567,3.0617897571168453,12,23,Active
12568,226.76493847319642,394,31,Active
12569,1080.4454770488833,409,47,Mid Value At Risk
12570,304.1539160957998,177,29,Active
12571,85.9723061950348,177,47,Active
12572,357.3221340518464,217,30,Active
12573,252.19971079100483,11,26,Active
12574,1479.7409097096233,446,20,Mid Value At Risk
12575,300.7420362350718,118,38,Active
12576,1244.4617261850806,164,19,Mid Value At Risk
12577,1779.5527261632226,39,27,Active
12578,455.0709380346371,53,25,Active
12579,1925.8512585289573,218,40,Mid Value At Risk
12580,378.9755284476128,206,38,Active
12581,2661.133561734973,487,23,Mid Value At Risk
12582,74.82419344988921,312,29,Active
12583,929.2909157279906,360,15,Active
12584,544.6809345849226,385,3,Active
12585,392.3594510100105,56,10,Active
12586,801.2869339242621,118,15,Active
12587,973.5305141080994,388,16,Active
12588,3.49825319339713,253,17,Active
12589,146.1322578969672,286,19,Active
12590,998.746825014933,268,11,Active
12591,878.2151081339779,291,48,Active
12592,2706.234352832433,333,5,Mid Value At Risk
12593,1145.1598862053925,180,5,Mid Value At Risk
12594,2409.0456707015032,415,14,Mid Value At Risk
12595,969.98176230167,358,26,Active
12596,283.11699920261185,235,8,Active
12597,89.07150256962872,343,5,Active
12598,1217.9620608915845,196,7,Mid Value At Risk
12599,826.5950379616199,308,16,Active
12600,39.508523561233595,80,14,Active
12601,357.09276696620566,135,37,Active
12602,2513.5284100352915,22,41,Active
12603,555.1598351906804,477,4,Active
12604,453.5347000580392,331,36,Active
12605,489.5481576399991,440,48,Active
12606,187.44724740207664,225,17,Active
12607,367.9883620473361,58,47,Active
12608,369.3912675616299,93,36,Active
12609,43.02027258887825,192,6,Active
12610,1167.32477729044,103,16,Active
12611,430.97473813101584,396,29,Active
12612,1381.5862718263184,7,36,Active
12613,1519.554150191086,128,38,Mid Value At Risk
12614,190.59971548324998,55,37,Active
12615,856.8447387770476,231,48,Active
12616,511.35428620859454,362,48,Active
12617,1697.2564314418878,62,10,Active
12618,194.41243757303778,240,41,Active
12619,906.0990227067558,90,36,Active
12620,748.6890382744721,232,29,Active
12621,279.9881563121272,457,14,Active
12622,117.50259398455003,233,4,Active
12623,843.6145308683427,354,44,Active
12624,1073.3550030283768,493,42,Mid Value At Risk
12625,303.4021525281414,333,36,Active
12626,828.1328501443985,439,45,Active
12627,402.194576465094,375,13,Active
12628,999.1953366662004,292,46,Active
12629,177.7305005648568,345,18,Active
12630,1767.3851162183933,152,33,Mid Value At Risk
12631,271.078794187695,428,21,Active
12632,366.82185215067113,145,16,Active
12633,47.87809827496487,130,15,Active
12634,94.58750108536908,141,5,Active
12635,580.3080703907249,415,6,Active
12636,249.13477378057968,93,38,Active
12637,1443.779606197605,114,3,Active
12638,11.841924555553366,284,48,Active
12639,381.26052452376575,444,12,Active
12640,329.2012890733144,411,36,Active
12641,15.61348133590169,143,33,Active
12642,106.24785864367097,223,36,Active
12643,427.0607243805964,232,33,Active
12644,543.1817753871936,463,31,Active
12645,414.4007065917775,33,21,Active
12646,605.6157100106581,276,27,Active
12647,723.3547103708135,170,27,Active
12648,7.978712366522174,140,8,Active
12649,499.0389359732951,357,37,Active
12650,2648.3377768077107,201,32,Mid Value At Risk
12651,585.5640972678605,23,26,Active
12652,905.4265705791172,456,2,Active
12653,299.0148637519043,224,12,Active
12654,1189.745704536798,368,22,Mid Value At Risk
12655,1185.967541191744,270,17,Mid Value At Risk
12656,589.3383409622053,347,7,Active
12657,2984.2220676286756,153,43,Mid Value At Risk
12658,107.32832582749991,333,4,Active
12659,13.67433604677376,85,37,Active
12660,1176.2912671678262,109,38,Active
12661,1316.697046452757,31,32,Active
12662,102.45510950277652,229,11,Active
12663,246.94245147842787,240,1,Active
12664,14.166586165172001,378,25,Active
12665,277.7289726813253,363,42,Active
12666,1186.7443617024896,310,24,Mid Value At Risk
12667,583.783420457656,389,43,Active
12668,342.2858744746733,141,17,Active
12669,371.84005052749234,156,8,Active
12670,1.0836341554782518,299,45,Active
12671,285.11201912896564,345,27,Active
12672,831.804069248414,371,18,Active
12673,2925.732363428144,99,27,Active
12674,1502.171998899753,47,22,Active
12675,19.1022267324132,487,16,Active
12676,1830.6349993778072,327,2,Mid Value At Risk
12677,1223.0181525681219,422,5,Mid Value At Risk
12678,1212.6710786791996,480,18,Mid Value At Risk
12679,489.9851622851568,67,3,Active
12680,406.0053007961566,62,27,Active
12681,288.6791759858504,109,17,Active
12682,54.361752507416696,167,16,Active
12683,207.260520346422,37,6,Active
12684,226.53104680074665,119,7,Active
12685,529.4383076474935,498,14,Active
12686,1100.8991060853725,86,38,Active
12687,513.6740708925239,382,40,Active
12688,47.667912049987265,392,15,Active
12689,2532.0747235174053,465,47,Mid Value At Risk
12690,2287.903329881635,52,47,Active
12691,1230.3993885823343,91,48,Active
12692,3798.115586687955,289,33,Mid Value At Risk
12693,629.0566213170318,494,43,Active
12694,2632.47686382632,337,27,Mid Value At Risk
12695,62.89268275933586,298,29,Active
12696,364.1623197170215,204,37,Active
12697,204.30746351887285,368,5,Active
12698,174.35873964184657,238,29,Active
12699,121.40558989686801,382,32,Active
12700,779.1647779135849,155,6,Active
12701,1216.1234328985279,240,2,Mid Value At Risk
12702,690.7658581566614,136,6,Active
12703,127.16161253426013,407,46,Active
12704,1333.3306766517235,362,43,Mid Value At Risk
12705,808.3815905739176,381,4,Active
12706,393.0350358222247,369,29,Active
12707,897.0061256536544,64,25,Active
12708,240.78135567897368,123,9,Active
12709,338.7308275951703,254,3,Active
12710,1995.8283215701638,477,26,Mid Value At Risk
12711,274.5609063123712,114,48,Active
12712,507.88490970391535,20,43,Active
12713,1766.8470434094004,16,27,Active
12714,984.0381214749858,145,36,Active
12715,51.377609979258196,208,32,Active
12716,127.48085072372461,19,1,Active
12717,6.297998179178892,376,16,Active
12718,797.3973654411932,392,48,Active
12719,474.892629608187,166,11,Active
12720,115.3502404720828,38,26,Active
12721,2534.814674652178,181,40,Mid Value At Risk
12722,603.4390837027702,349,1,Active
12723,221.5449042473638,105,26,Active
12724,555.4840416420125,100,28,Active
12725,910.598821018605,90,9,Active
12726,63.44170781604065,415,44,Active
12727,256.9401412680743,300,22,Active
12728,1315.9090418806816,444,8,Mid Value At Risk
12729,492.45257724587776,332,49,Active
12730,632.7441020846428,401,42,Active
12731,453.657213441849,79,27,Active
12732,35.914167120125626,73,39,Active
12733,144.9775179401549,423,19,Active
12734,471.81085393782087,426,25,Active
12735,187.7534465992192,176,38,Active
12736,41.01697562890148,396,21,Active
12737,1484.5248371099447,96,24,Active
12738,3178.800882556192,345,24,Mid Value At Risk
12739,1260.581549254194,103,19,Active
12740,1538.1412818155825,402,47,Mid Value At Risk
12741,221.63337816736907,463,2,Active
12742,2587.7394838870305,224,14,Mid Value At Risk
12743,175.44643747310258,6,32,Active
12744,2419.7962545616415,122,42,Mid Value At Risk
12745,4210.251145591436,236,32,Mid Value At Risk
12746,995.0662253477456,427,28,Active
12747,3176.727911541157,116,48,Active
12748,674.320290047525,163,39,Active
12749,240.3888579938556,226,40,Active
12750,459.57467439424767,230,42,Active
12751,720.2570110092943,182,47,Active
12752,60.7117617710751,249,40,Active
12753,779.0156827159608,318,13,Active
12754,3178.176166300311,453,12,Mid Value At Risk
12755,168.68315289226697,210,8,Active
12756,1258.465948924996,144,15,Mid Value At Risk
12757,1907.8937911610058,392,26,Mid Value At Risk
12758,2301.6712287139967,345,12,Mid Value At Risk
12759,2577.817355558559,96,43,Active
12760,589.6117776455635,382,46,Active
12761,3028.591027887485,346,27,Mid Value At Risk
12762,1132.7769789793388,244,18,Mid Value At Risk
12763,141.07613958468502,86,45,Active
12764,518.3862657106563,415,36,Active
12765,1013.6186231370015,491,49,Mid Value At Risk
12766,227.31367998383672,394,27,Active
12767,818.6892419690823,184,9,Active
12768,878.7309964151702,121,39,Active
12769,142.05803503880767,332,1,Active
12770,666.0843101669263,92,7,Active
12771,1181.4197056331168,70,26,Active
12772,552.7527561279488,404,7,Active
12773,9.741564710160267,133,7,Active
12774,7.263651080723428,279,8,Active
12775,353.3249534560854,137,16,Active
12776,2085.0529416419213,314,3,Mid Value At Risk
12777,207.71821677113357,187,45,Active
12778,804.892900044176,221,10,Active
12779,200.90102378440778,464,7,Active
12780,310.49709483724456,438,21,Active
12781,1507.3213614033002,46,37,Active
12782,1044.1002445011177,278,31,Mid Value At Risk
12783,80.20929842933519,192,23,Active
12784,447.8754806241429,8,27,Active
12785,23.68292784180171,379,22,Active
12786,524.5118037086446,276,39,Active
12787,868.7954135164365,179,27,Active
12788,100.90660274956673,334,49,Active
12789,272.73682586162755,39,4,Active
12790,405.78118742628027,293,24,Active
12791,2015.906854637688,178,23,Mid Value At Risk
12792,3999.164860721881,162,48,Mid Value At Risk
12793,36.76084974534619,331,19,Active
12794,1145.0599042404597,374,42,Mid Value At Risk
12795,371.8206594443912,104,3,Active
12796,398.6674215073385,161,27,Active
12797,1122.8011607962735,287,3,Mid Value At Risk
12798,2004.999994269738,123,28,Mid Value At Risk
12799,2411.5830292697647,54,17,Active
12800,688.538354756371,428,31,Active
12801,353.4392005195312,34,10,Active
12802,1239.235447661679,242,49,Mid Value At Risk
12803,231.21451382301825,455,22,Active
12804,664.2262727614188,378,30,Active
12805,355.25472950132286,113,49,Active
12806,855.1598583902351,318,21,Active
12807,219.9694951108077,23,36,Active
12808,170.15165382755407,46,23,Active
12809,2003.1647854317494,312,38,Mid Value At Risk
12810,85.89329496303343,135,12,Active
12811,564.1076467278541,118,25,Active
12812,199.64421511242008,473,20,Active
12813,31.76639497109332,189,49,Active
12814,29.34680448906168,131,49,Active
12815,154.1125947666615,422,42,Active
12816,1612.544785496578,212,7,Mid Value At Risk
12817,265.56216533443956,418,29,Active
12818,2403.9664900286075,113,48,Active
12819,697.096519339091,44,29,Active
12820,459.0324878520701,128,13,Active
12821,694.1696809552826,364,3,Active
12822,581.6914871960693,158,2,Active
12823,1137.6242948394786,273,16,Mid Value At Risk
12824,265.58147871898115,315,30,Active
12825,348.3894980181013,394,38,Active
12826,1796.1649819044164,355,6,Mid Value At Risk
12827,2341.8088935553205,340,45,Mid Value At Risk
12828,1784.6449833578458,402,7,Mid Value At Risk
12829,435.0207147979952,45,5,Active
12830,1212.6323932412217,108,7,Active
12831,517.5236099293453,219,34,Active
12832,550.5911599578957,443,32,Active
12833,183.20869337283608,318,49,Active
12834,715.4870108591953,315,13,Active
12835,164.76950197946462,177,30,Active
12836,322.2525356583347,228,25,Active
12837,1544.9838762322838,191,21,Mid Value At Risk
12838,185.62212793048246,471,21,Active
12839,59.053549602421015,160,28,Active
12840,57.20332565516371,394,48,Active
12841,2261.257834626837,267,20,Mid Value At Risk
12842,565.6677876126397,358,34,Active
12843,421.309399841331,326,5,Active
12844,1332.2928333294665,379,18,Mid Value At Risk
12845,1445.4623991047758,489,39,Mid Value At Risk
12846,323.0024992503101,190,43,Active
12847,946.3382217330791,175,11,Active
12848,1179.6557864474096,290,17,Mid Value At Risk
12849,850.5590978777765,484,48,Active
12850,131.51780082243945,357,45,Active
12851,1669.2250261935583,145,22,Mid Value At Risk
12852,619.6498884567391,232,37,Active
12853,265.555121552355,360,20,Active
12854,443.0257289502145,438,48,Active
12855,30.63606056216182,204,48,Active
12856,109.4504926773312,213,48,Active
12857,1160.3992588097124,40,46,Active
12858,0.00930785844034586,275,6,Active
12859,431.05892017061683,323,34,Active
12860,591.3699527470984,82,14,Active
12861,44.94685532519753,181,48,Active
12862,2891.8540290230203,499,23,Mid Value At Risk
12863,205.07627614649024,320,20,Active
12864,290.15294090733613,83,13,Active
12865,289.85841977916687,303,47,Active
12866,209.52482418031573,262,44,Active
12867,1.1799273843080464,272,41,Active
12868,1045.5276568597499,200,32,Mid Value At Risk
12869,2725.261455122199,240,26,Mid Value At Risk
12870,203.1848243553688,402,14,Active
12871,870.2499147684698,180,36,Active
12872,1083.5151530244993,432,8,Mid Value At Risk
12873,1509.3417824296278,171,40,Mid Value At Risk
12874,439.41646350978044,295,22,Active
12875,288.69659364747935,177,22,Active
12876,314.7839354517083,369,16,Active
12877,997.5636287939386,396,27,Active
12878,1357.6518005040423,237,10,Mid Value At Risk
12879,160.33690531331186,138,25,Active
12880,370.8241919734243,327,31,Active
12881,1857.7421993416262,366,21,Mid Value At Risk
12882,1314.7826949834966,311,27,Mid Value At Risk
12883,3352.2476309459007,129,17,Mid Value At Risk
12884,1122.7467506560326,49,33,Active
12885,399.6384983069315,164,31,Active
12886,714.5240186399664,277,42,Active
12887,865.4377763303394,293,26,Active
12888,65.36364436386489,116,21,Active
12889,629.0823090819284,24,36,Active
12890,988.4280986854621,311,1,Active
12891,146.48594425035574,25,4,Active
12892,1213.6026447792894,391,4,Mid Value At Risk
12893,701.2191737175542,127,26,Active
12894,2432.948408888411,234,4,Mid Value At Risk
12895,34.67872841769,209,49,Active
12896,246.6628822475504,93,9,Active
12897,736.146396129795,94,30,Active
12898,281.41805528370816,327,45,Active
12899,1002.5981281510072,225,4,Mid Value At Risk
12900,1138.3842119278781,455,5,Mid Value At Risk
12901,86.52795683087527,378,45,Active
12902,576.9977948360607,280,23,Active
12903,568.8706199918524,11,16,Active
12904,368.7155809498054,329,22,Active
12905,2161.5534670137404,12,37,Active
12906,1405.9157441024654,35,8,Active
12907,955.7709933987038,447,48,Active
12908,1002.3249630604397,452,33,Mid Value At Risk
12909,495.4953953834207,228,38,Active
12910,2030.5904605696303,220,43,Mid Value At Risk
12911,948.8943306673672,441,16,Active
12912,1044.4532618842265,141,5,Mid Value At Risk
12913,1582.6114166972575,23,16,Active
12914,256.2431015430196,83,7,Active
12915,1316.3460280996792,490,1,Mid Value At Risk
12916,173.7695455192266,229,9,Active
12917,338.91379533281156,423,18,Active
12918,327.1093090161823,344,45,Active
12919,3072.7100978020926,80,47,Active
12920,1553.3437410979539,353,3,Mid Value At Risk
12921,966.3039727879104,396,24,Active
12922,1038.7931387361714,290,28,Mid Value At Risk
12923,660.5620637473048,455,10,Active
12924,2351.3404244073613,331,9,Mid Value At Risk
12925,548.5540330568447,159,13,Active
12926,383.0969325457367,477,48,Active
12927,142.37874235212138,128,35,Active
12928,1234.1925743064958,190,23,Mid Value At Risk
12929,1060.7434255777619,397,47,Mid Value At Risk
12930,388.0678742792674,31,17,Active
12931,20.41296076351286,386,46,Active
12932,1461.0674528885133,359,7,Mid Value At Risk
12933,9.186935283410843,15,16,Active
12934,973.1056645281903,313,40,Active
12935,2812.1321263518494,75,36,Active
12936,460.5207933095671,34,20,Active
12937,214.27574483896552,359,24,Active
12938,976.2742112958385,196,47,Active
12939,1359.1756808074604,331,5,Mid Value At Risk
12940,632.4850905511204,29,45,Active
12941,2729.8537891224664,194,6,Mid Value At Risk
12942,42.441110434049314,16,28,Active
12943,562.2277351428589,423,5,Active
12944,1013.9673978798224,77,49,Active
12945,1588.1227939445432,293,39,Mid Value At Risk
12946,158.03484812796393,81,38,Active
12947,1287.564257123234,405,2,Mid Value At Risk
12948,643.6332699198639,428,43,Active
12949,404.07855480222344,124,39,Active
12950,112.98824809159417,19,21,Active
12951,1603.7389684834038,455,40,Mid Value At Risk
12952,136.8899711010488,102,37,Active
12953,296.605022577946,392,18,Active
12954,274.0435524221767,77,48,Active
12955,1640.926082960248,229,46,Mid Value At Risk
12956,893.5097965809035,450,12,Active
12957,1274.3848466485126,297,17,Mid Value At Risk
12958,230.644905754581,203,37,Active
12959,784.3948599812529,472,46,Active
12960,678.4310096980288,454,38,Active
12961,1430.997019354334,61,15,Active
12962,1892.3096809680594,26,7,Active
12963,9.785015527176999,71,14,Active
12964,896.7352007116287,103,1,Active
12965,42.58206723697819,467,38,Active
12966,636.7796858959116,326,3,Active
12967,271.3293364559088,363,37,Active
12968,293.1223716235695,157,44,Active
12969,348.27587974329373,363,31,Active
12970,776.7928041106089,359,43,Active
12971,325.2325078262672,194,13,Active
12972,1055.504083194215,275,48,Mid Value At Risk
12973,414.71990301906334,324,18,Active
12974,56.64120513087103,186,17,Active
12975,1225.0925188666668,326,17,Mid Value At Risk
12976,269.22711436137104,113,11,Active
12977,453.5879301287543,313,20,Active
12978,925.2742296254606,165,10,Active
12979,323.3201669523982,61,29,Active
12980,46.59976305911847,92,48,Active
12981,374.6230342817179,286,34,Active
12982,2312.356999334426,455,17,Mid Value At Risk
12983,821.1845285368897,457,42,Active
12984,890.5239749560332,153,13,Active
12985,800.3514853889108,225,44,Active
12986,177.50761434301808,127,47,Active
12987,433.4869164087138,193,39,Active
12988,1112.048510478939,115,27,Active
12989,85.50969764349091,262,26,Active
12990,260.420999714636,18,28,Active
12991,258.7237930464816,10,13,Active
12992,452.53374723678473,92,12,Active
12993,3144.5057066237246,139,44,Mid Value At Risk
12994,55.91108679689839,481,28,Active
12995,585.0132549647578,449,2,Active
12996,158.14116854040904,333,37,Active
12997,2823.494068180619,357,34,Mid Value At Risk
12998,96.202020124434,340,23,Active
12999,413.47630142379097,449,45,Active
13000,1071.1775058941664,52,29,Active
13001,975.4165189625247,195,35,Active
13002,439.55425841592773,466,11,Active
13003,340.35978314545633,489,48,Active
13004,405.4833211473007,206,33,Active
13005,245.52047061603147,287,11,Active
13006,183.86563429707,475,9,Active
13007,527.8313534947041,401,14,Active
13008,250.16336476314808,439,9,Active
13009,271.137251706971,366,39,Active
13010,855.4511195065472,93,48,Active
13011,2767.1628554450526,420,3,Mid Value At Risk
13012,740.3402615541338,485,29,Active
13013,64.08303908795607,410,19,Active
13014,62.87413959084086,309,36,Active
13015,2419.6877259459443,145,32,Mid Value At Risk
13016,282.24969177468756,86,7,Active
13017,77.2677410566454,153,28,Active
13018,731.1240382070592,2,44,Active
13019,781.7859770404671,342,18,Active
13020,836.4474246585054,389,5,Active
13021,248.92655733565277,260,23,Active
13022,12.180811107912891,164,22,Active
13023,2682.2771529663705,6,26,Active
13024,231.09880761541265,149,42,Active
13025,901.6743219569287,205,12,Active
13026,981.056179560061,118,40,Active
13027,753.3020465534559,485,19,Active
13028,300.2289587872714,89,47,Active
13029,252.97087282605278,154,1,Active
13030,728.3826905762871,439,3,Active
13031,1608.5035339951921,167,27,Mid Value At Risk
13032,2345.9615687540504,468,18,Mid Value At Risk
13033,89.55531612594172,161,30,Active
13034,134.57267749047762,270,2,Active
13035,2316.5106077591354,56,5,Active
13036,1067.0684910469781,228,29,Mid Value At Risk
13037,1716.4228530755577,337,33,Mid Value At Risk
13038,181.15181643999364,149,42,Active
13039,708.5818138117671,46,20,Active
13040,966.222948456865,144,30,Active
13041,911.8271890793421,238,42,Active
13042,419.60392920315473,272,5,Active
13043,12.411698771531979,120,21,Active
13044,699.593400872537,340,15,Active
13045,233.46082590281162,413,20,Active
13046,478.6394986781603,220,8,Active
13047,2528.1274076004347,8,49,Active
13048,407.3752887757697,344,31,Active
13049,1465.0738188115533,387,12,Mid Value At Risk
13050,167.13674493703724,473,21,Active
13051,892.9172915703781,275,30,Active
13052,3018.0507805485317,353,27,Mid Value At Risk
13053,85.9729411365021,66,44,Active
13054,6.683796900195886,79,26,Active
13055,454.7394854600551,86,33,Active
13056,77.759996590888,124,26,Active
13057,1103.882042316609,202,26,Mid Value At Risk
13058,1967.8465863170527,466,36,Mid Value At Risk
13059,455.35860457699016,150,40,Active
13060,239.4924659962554,46,1,Active
13061,455.8992260266764,113,15,Active
13062,1028.2846015648477,91,1,Active
13063,7.276319685782888,141,11,Active
13064,712.2138178315824,289,2,Active
13065,760.0676622817166,389,1,Active
13066,812.2001930825343,218,31,Active
13067,221.68081842112127,77,44,Active
13068,1001.5582661058693,411,16,Mid Value At Risk
13069,76.6727644846688,377,22,Active
13070,177.78551007151873,384,42,Active
13071,1679.5198094244167,334,18,Mid Value At Risk
13072,1073.7397669162635,152,47,Mid Value At Risk
13073,11.072719087141186,323,17,Active
13074,228.41554118694464,239,30,Active
13075,193.05261940677812,115,10,Active
13076,252.65273141542224,319,35,Active
13077,227.54697156569796,369,21,Active
13078,51.65325625865176,94,16,Active
13079,491.38084427370836,483,6,Active
13080,1055.6071173594164,48,3,Active
13081,746.6106125559339,191,41,Active
13082,893.9221874425176,462,43,Active
13083,67.70519746255597,12,21,Active
13084,2420.799965307211,156,13,Mid Value At Risk
13085,1458.5596585266314,172,18,Mid Value At Risk
13086,1308.1751995905581,477,24,Mid Value At Risk
13087,1385.2112429237848,427,27,Mid Value At Risk
13088,2159.000954557107,401,4,Mid Value At Risk
13089,628.6556542800282,296,22,Active
13090,178.79690863947764,177,24,Active
13091,767.3243654380626,341,40,Active
13092,1086.5745489878684,57,45,Active
13093,1071.2764258987204,343,10,Mid Value At Risk
13094,589.5940329573722,340,2,Active
13095,56.731818869629656,448,40,Active
13096,371.04287260503554,203,6,Active
13097,2028.285966962613,185,48,Mid Value At Risk
13098,702.5197690984654,121,18,Active
13099,618.327310427909,226,17,Active
13100,250.51315886869108,202,38,Active
13101,367.66116284251774,330,45,Active
13102,1805.6771680472045,363,23,Mid Value At Risk
13103,878.4012941968522,380,46,Active
13104,1238.6254344599683,454,30,Mid Value At Risk
13105,484.6153171370388,356,21,Active
13106,795.9365258840174,216,10,Active
13107,228.42336255707053,460,43,Active
13108,977.8746244831874,43,13,Active
13109,446.33564905788984,375,12,Active
13110,467.4995359231802,23,9,Active
13111,838.310224842563,155,4,Active
13112,2202.613237687791,186,39,Mid Value At Risk
13113,52.91726647383926,249,24,Active
13114,1393.2025321657213,237,34,Mid Value At Risk
13115,276.6819585169085,293,39,Active
13116,469.47370338231707,134,41,Active
13117,17.725593591575514,321,5,Active
13118,286.53636685571104,390,15,Active
13119,558.7388491741034,434,4,Active
13120,46.252522278364,22,39,Active
13121,540.3962828511796,361,8,Active
13122,2095.0499608996624,88,49,Active
13123,89.09680567265966,153,45,Active
13124,1156.634169391041,125,24,Mid Value At Risk
13125,421.66028863786005,79,28,Active
13126,851.7716072960985,346,43,Active
13127,241.13989673165216,456,27,Active
13128,138.99929631614663,51,1,Active
13129,139.92341610257515,216,34,Active
13130,58.47984528053735,176,17,Active
13131,164.2887869421513,358,37,Active
13132,873.0378110290657,253,38,Active
13133,1707.5617218065559,454,26,Mid Value At Risk
13134,1346.147650129126,246,24,Mid Value At Risk
13135,924.4872893091657,227,39,Active
13136,93.61533904850519,106,21,Active
13137,273.07721718754374,193,30,Active
13138,296.62706377277084,316,47,Active
13139,230.0997354369615,302,48,Active
13140,578.8944460938615,36,13,Active
13141,613.5276663518753,442,37,Active
13142,353.1465903338062,204,3,Active
13143,349.3035590278657,422,32,Active
13144,1410.79700078167,267,35,Mid Value At Risk
13145,1245.8288130152625,268,19,Mid Value At Risk
13146,294.299460765363,170,14,Active
13147,1960.7608388022666,498,48,Mid Value At Risk
13148,2442.943675076804,39,22,Active
13149,316.5019758302322,455,17,Active
13150,350.0910456993492,139,4,Active
13151,563.5835646166881,292,45,Active
13152,2265.8140835850822,52,40,Active
13153,1672.0424887142296,287,19,Mid Value At Risk
13154,86.57430865124341,289,37,Active
13155,399.0264001872381,141,2,Active
13156,644.821945174539,146,15,Active
13157,559.5454662272546,425,2,Active
13158,172.40132800654195,314,11,Active
13159,1566.1573895646825,184,45,Mid Value At Risk
13160,903.9357105504454,152,23,Active
13161,1455.6748130395526,201,10,Mid Value At Risk
13162,1565.8600054443425,128,3,Mid Value At Risk
13163,1103.791445735801,287,5,Mid Value At Risk
13164,462.7278777904618,311,3,Active
13165,754.4091675416398,253,38,Active
13166,139.83079125864273,489,13,Active
13167,895.8166497996455,266,42,Active
13168,158.03255151512172,188,19,Active
13169,947.204362961981,386,40,Active
13170,208.6744248880517,230,35,Active
13171,100.04369787693025,271,24,Active
13172,144.5314551544388,259,24,Active
13173,1.5952977277685008,299,17,Active
13174,1014.7795294770112,415,40,Mid Value At Risk
13175,1054.6126967870412,198,10,Mid Value At Risk
13176,578.7751797016409,323,2,Active
13177,140.78166947260394,56,44,Active
13178,69.80200121921672,319,23,Active
13179,15.451433853719731,203,6,Active
13180,144.97598089205434,271,2,Active
13181,1772.0663257197077,109,21,Active
13182,221.16884252946835,116,35,Active
13183,349.90069968087505,92,49,Active
13184,89.05412112877337,138,29,Active
13185,201.19461172934643,422,7,Active
13186,585.8840008153315,303,29,Active
13187,748.6901821293918,57,37,Active
13188,225.20342393902956,50,23,Active
13189,47.57257023014523,498,33,Active
13190,396.79278801870066,71,8,Active
13191,213.47091342804467,399,12,Active
13192,198.31170357761837,402,46,Active
13193,2572.3614092048056,82,48,Active
13194,766.3164385207974,372,10,Active
13195,651.1289215447562,105,15,Active
13196,429.97541886238014,88,24,Active
13197,448.21486757077764,2,26,Active
13198,622.7985016158531,360,47,Active
13199,953.7139335390441,84,42,Active
13200,968.9217346680367,482,39,Active
13201,150.69801298098216,43,3,Active
13202,554.6981681144671,154,2,Active
13203,424.7656533392578,327,6,Active
13204,1635.4261226132949,422,21,Mid Value At Risk
13205,798.4756541789679,94,9,Active
13206,608.2917028057832,298,10,Active
13207,98.09092543488549,133,36,Active
13208,744.3885833061886,395,3,Active
13209,99.72882304427819,65,41,Active
13210,329.03353149498435,290,24,Active
13211,123.3063778139402,376,22,Active
13212,942.3157106530308,257,49,Active
13213,184.79151350355713,467,14,Active
13214,397.87930372934784,386,42,Active
13215,1808.193696709704,213,45,Mid Value At Risk
13216,182.84291098412285,148,44,Active
13217,567.1043435959751,61,27,Active
13218,434.7777653073924,471,33,Active
13219,14.632234653252121,149,22,Active
13220,1259.0949075647395,88,29,Active
13221,57.2362492234976,324,19,Active
13222,514.3512116540194,383,19,Active
13223,658.0186567461222,396,6,Active
13224,792.0067768512735,278,45,Active
13225,933.4228768457516,404,19,Active
13226,233.6438375375956,82,13,Active
13227,8.023118691638434,129,26,Active
13228,1028.2725807915187,286,22,Mid Value At Risk
13229,613.7047302981555,382,21,Active
13230,1446.8854490503081,353,36,Mid Value At Risk
13231,1378.0331642651568,280,2,Mid Value At Risk
13232,1482.8713091743368,270,47,Mid Value At Risk
13233,531.0177607986155,292,44,Active
13234,324.7262398695907,453,30,Active
13235,1254.4763406655434,203,27,Mid Value At Risk
13236,480.15416482581645,24,7,Active
13237,162.1260597723432,444,20,Active
13238,1544.6739017387652,351,31,Mid Value At Risk
13239,1713.4613318677584,311,23,Mid Value At Risk
13240,502.351740803606,461,13,Active
13241,62.974631750366285,208,17,Active
13242,392.59109602811964,280,4,Active
13243,1301.8276137995506,205,14,Mid Value At Risk
13244,1856.3876987998135,152,20,Mid Value At Risk
13245,181.99514289606807,438,13,Active
